"","x"
"68565","MED28"
"68566","MEF2A"
"68567","MESD"
"68568","MFF"
"68569","MGAT2"
"68570","MINDY3"
"68571","MINK1"
"68572","MMADHC"
"68573","MOAP1"
"68574","MOAP1"
"68575","MOB4"
"68576","MOCS3"
"68577","MRPL19"
"68578","MRVI1"
"68579","MSANTD4"
"68580","MSI2"
"68581","MTFR1"
"68582","MTHFD2"
"68583","MYBPC1"
"68584","MYO1B"
"68585","MYO5A"
"68586","MYOCD"
"68587","NACC2"
"68588","NBPF11"
"68589","NCKAP1"
"68590","NCOA3"
"68591","NETO2"
"68592","NFATC2IP"
"68593","NFIA"
"68594","NFYC"
"68595","NIN"
"68596","NOL11"
"68597","NPTN"
"68598","NRAS"
"68599","NUCKS1"
"68600","NUDCD3"
"68601","NUDT12"
"68602","NUDT21"
"68603","NUDT3"
"68604","NUP50"
"68605","OAS3"
"68606","OBI1"
"68607","OPHN1"
"68608","OPN3"
"68609","OTUD4"
"68610","PABPC1"
"68611","PACS1"
"68612","PAFAH1B2"
"68613","PALM2AKAP2"
"68614","PANK1"
"68615","PARP15"
"68616","PDCD4"
"68617","PDIK1L"
"68618","PFN1"
"68619","PIK3R3"
"68620","PITX3"
"68621","PMAIP1"
"68622","PNN"
"68623","POLH"
"68624","POU2AF1"
"68625","PPIL4"
"68626","PPP1CC"
"68627","PPP1R12A"
"68628","PPP1R15B"
"68629","PPP2R1B"
"68630","PPP3CA"
"68631","PRDM2"
"68632","PRICKLE4"
"68633","PRR26"
"68634","PSAT1"
"68635","PSIP1"
"68636","PSME3"
"68637","PTAR1"
"68638","PTMA"
"68639","PTPN14"
"68640","RAB12"
"68641","RAB14"
"68642","RAB1A"
"68643","RAB23"
"68644","RAB30"
"68645","RAC3"
"68646","RACGAP1"
"68647","RANBP1"
"68648","RBL1"
"68649","RBM12B"
"68650","RBM47"
"68651","RC3H2"
"68652","RDH11"
"68653","RFX3"
"68654","RLIM"
"68655","RNF103-CHMP3"
"68656","RNF11"
"68657","RNF111"
"68658","RNF19A"
"68659","RNPS1"
"68660","RORA"
"68661","RRAS2"
"68662","RSRC1"
"68663","RSRP1"
"68664","SALL3"
"68665","SALL3"
"68666","SALL3"
"68667","SAR1A"
"68668","SAV1"
"68669","SEMA4D"
"68670","SEMA6D"
"68671","SET"
"68672","SETD6"
"68673","SGK1"
"68674","SGPP2"
"68675","SGTB"
"68676","SH3TC2"
"68677","SHISA9"
"68678","SLC11A2"
"68679","SLC16A7"
"68680","SLC23A1"
"68681","SLC2A13"
"68682","SLC35G2"
"68683","SLC5A3"
"68684","SLC5A6"
"68685","SLC6A8"
"68686","SLC9A8"
"68687","SMC1A"
"68688","SMIM13"
"68689","SMIM19"
"68690","SNRNP200"
"68691","SNX19"
"68692","SOD2"
"68693","SOGA3"
"68694","SOX11"
"68695","SOX4"
"68696","SOX5"
"68697","SP100"
"68698","SPAG16"
"68699","SPATA2"
"68700","SPNS1"
"68701","SPOPL"
"68702","SPRED1"
"68703","SRARP"
"68704","SRGAP2"
"68705","SRSF1"
"68706","SRSF11"
"68707","SSBP4"
"68708","SSH2"
"68709","STMN1"
"68710","SULT1B1"
"68711","SYNM"
"68712","TACR3"
"68713","TAGLN2"
"68714","TAOK3"
"68715","TASOR2"
"68716","TASP1"
"68717","TBC1D20"
"68718","TCEA1"
"68719","TCIM"
"68720","TCP1"
"68721","TIAM2"
"68722","TIFA"
"68723","TLR1"
"68724","TLR3"
"68725","TMBIM6"
"68726","TMCC1"
"68727","TMED7"
"68728","TMEM196"
"68729","TMEM208"
"68730","TMF1"
"68731","TMPO"
"68732","TNFSF9"
"68733","TNRC6A"
"68734","TOGARAM2"
"68735","TPD52"
"68736","TRIM35"
"68737","TRIM72"
"68738","TSC22D2"
"68739","TSHZ1"
"68740","TSPAN1"
"68741","UBASH3B"
"68742","UBE2E3"
"68743","UBE2K"
"68744","UBQLN1"
"68745","UBXN2B"
"68746","UGT8"
"68747","USP22"
"68748","USP45"
"68749","USP6NL"
"68750","USPL1"
"68751","VEGFA"
"68752","VGLL4"
"68753","VMA21"
"68754","VPS53"
"68755","VRK1"
"68756","WDR33"
"68757","WDR44"
"68758","WEE2"
"68759","WEE2"
"68760","WIPF1"
"68761","WTAP"
"68762","XKR9"
"68763","YWHAE"
"68764","YWHAE"
"68765","YWHAZ"
"68766","ZBTB34"
"68767","ZDHHC20"
"68768","ZHX1-C8ORF76"
"68769","ZHX1"
"68770","ZIC5"
"68771","ZMAT3"
"68772","ZNF181"
"68773","ZNF257"
"68774","ZNF275"
"68775","ZNF319"
"68776","ZNF460"
"68777","ZNF548"
"68778","ZNF556"
"68779","ZNF566"
"68780","ZNF578"
"68781","ZNF606"
"68782","ZNF680"
"68783","ZNF708"
"68784","ZNF714"
"68785","ZNF92"
"68786","ZWINT"
"68787","ABCD2"
"68788","ABCG8"
"68789","ACBD5"
"68790","ACP6"
"68791","ACSL4"
"68792","ACVR1"
"68793","ADARB2"
"68794","ADM2"
"68795","AGO3"
"68796","AKIRIN2"
"68797","ANKRD50"
"68798","ANKRD9"
"68799","ARHGAP1"
"68800","ARHGAP12"
"68801","ARHGEF26"
"68802","ARHGEF26"
"68803","ARL17B"
"68804","ARL17B"
"68805","ARL17B"
"68806","ARL6IP1"
"68807","ARSA"
"68808","ASB16"
"68809","ATF7IP"
"68810","ATMIN"
"68811","ATP6V0D1"
"68812","ATP6V0E1"
"68813","ATP6V1B2"
"68814","ATP6V1C1"
"68815","BLCAP"
"68816","BMERB1"
"68817","BMERB1"
"68818","BMP3"
"68819","BRWD1"
"68820","BTBD3"
"68821","BTF3L4"
"68822","BTG1"
"68823","C16orf70"
"68824","C3orf18"
"68825","C4orf36"
"68826","CALM2"
"68827","CAMSAP2"
"68828","CAPRIN2"
"68829","CBY1"
"68830","CCDC137"
"68831","CCNA2"
"68832","CCND2"
"68833","CCR6"
"68834","CCT6A"
"68835","CDADC1"
"68836","CDCA4"
"68837","CDK19"
"68838","CDK2AP2"
"68839","CDK4"
"68840","CEMIP2"
"68841","CEP170"
"68842","CEP170"
"68843","CEP55"
"68844","CERCAM"
"68845","CFL2"
"68846","CHEK2"
"68847","CHERP"
"68848","CHIC1"
"68849","CINP"
"68850","CLCN3"
"68851","CLEC12B"
"68852","CLIC4"
"68853","CLIP1"
"68854","CNOT4"
"68855","COX10"
"68856","COX20"
"68857","CSNK2A1"
"68858","CUL3"
"68859","CXorf21"
"68860","CYB5D1"
"68861","CYP20A1"
"68862","DAD1"
"68863","DAPK1"
"68864","DCBLD2"
"68865","DCUN1D3"
"68866","DDX6"
"68867","DEPDC1"
"68868","DICER1"
"68869","DLC1"
"68870","DLC1"
"68871","DLG5"
"68872","DLG5"
"68873","DPYSL2"
"68874","DSTYK"
"68875","DTX4"
"68876","DUSP18"
"68877","DYNC1LI2"
"68878","EDN1"
"68879","EGLN3"
"68880","ELL2"
"68881","ENPP4"
"68882","ENPP5"
"68883","EOGT"
"68884","ERBIN"
"68885","EREG"
"68886","ESR1"
"68887","F2RL1"
"68888","FAM114A1"
"68889","FAM120AOS"
"68890","FAM217B"
"68891","FBXO28"
"68892","FGFR1OP"
"68893","FIG4"
"68894","FKTN"
"68895","FLYWCH2"
"68896","FOXQ1"
"68897","FUT11"
"68898","FXR1"
"68899","FZD6"
"68900","G6PC"
"68901","GALNT4"
"68902","GMFB"
"68903","GNPTAB"
"68904","GP2"
"68905","GPR161"
"68906","GPR75"
"68907","GPR82"
"68908","GPRC5A"
"68909","GRB10"
"68910","GRSF1"
"68911","HABP4"
"68912","HADHB"
"68913","HBP1"
"68914","HBP1"
"68915","HOXA5"
"68916","HOXB3"
"68917","HOXD11"
"68918","HPRT1"
"68919","HSPA8"
"68920","IER3IP1"
"68921","IFITM1"
"68922","IFNLR1"
"68923","IGF2R"
"68924","IGFBP5"
"68925","IL23R"
"68926","IPMK"
"68927","IRF1"
"68928","JARID2"
"68929","JMY"
"68930","KBTBD6"
"68931","KCNB1"
"68932","KCTD10"
"68933","KDELR1"
"68934","KIAA1191"
"68935","KIF13A"
"68936","KLF6"
"68937","KLHL21"
"68938","KLHL36"
"68939","KLRD1"
"68940","KREMEN1"
"68941","LCLAT1"
"68942","LDLR"
"68943","LEFTY1"
"68944","LILRA2"
"68945","LILRA2"
"68946","LILRA2"
"68947","LILRA2"
"68948","LIPA"
"68949","LMLN"
"68950","LZIC"
"68951","MAP3K9"
"68952","MAP7"
"68953","MAPK1"
"68954","MAPKAPK5"
"68955","MAPRE3"
"68956","MASTL"
"68957","MAVS"
"68958","MB21D2"
"68959","MBNL1"
"68960","MBNL3"
"68961","MCC"
"68962","MED18"
"68963","MED18"
"68964","MED8"
"68965","MFF"
"68966","MID1IP1"
"68967","MIGA2"
"68968","MLEC"
"68969","MMGT1"
"68970","MOCS2"
"68971","MREG"
"68972","MRPL52"
"68973","MSANTD4"
"68974","MSMO1"
"68975","MTPN"
"68976","MYH11"
"68977","MYH11"
"68978","MYLIP"
"68979","NAA50"
"68980","NABP1"
"68981","NACC2"
"68982","NARS1"
"68983","NCAPD2"
"68984","NF2"
"68985","NFE2L1"
"68986","NFIB"
"68987","NIP7"
"68988","NIPA1"
"68989","NKAP"
"68990","NKAPD1"
"68991","NOM1"
"68992","NPTX1"
"68993","NRBF2"
"68994","NUS1"
"68995","ODF4"
"68996","OMD"
"68997","ORC1"
"68998","OSBP"
"68999","OTUD3"
"69000","PAFAH1B2"
"69001","PARP1"
"69002","PDP2"
"69003","PDRG1"
"69004","PDZD11"
"69005","PEX13"
"69006","PHF12"
"69007","PIGA"
"69008","PIGG"
"69009","PLA2G12A"
"69010","PLEKHF2"
"69011","PLEKHS1"
"69012","PNRC1"
"69013","POC1B-GALNT4"
"69014","POGZ"
"69015","POLR1B"
"69016","POLR2D"
"69017","POP7"
"69018","PPIG"
"69019","PPP1R14C"
"69020","PPP1R15B"
"69021","PPP6R1"
"69022","PPP6R3"
"69023","PRKAA1"
"69024","PRNP"
"69025","PRPF38A"
"69026","PRPF4"
"69027","PRR23A"
"69028","PRRG4"
"69029","PRUNE2"
"69030","PSMB5"
"69031","PTGR2"
"69032","PTPN4"
"69033","PTPRG"
"69034","PURG"
"69035","PXK"
"69036","QKI"
"69037","QSOX1"
"69038","RAB11FIP1"
"69039","RAB14"
"69040","RAB34"
"69041","RAB5B"
"69042","RACGAP1"
"69043","RAG1"
"69044","RAN"
"69045","RBM20"
"69046","RBM23"
"69047","RBM27"
"69048","RBM43"
"69049","RDH11"
"69050","RFC2"
"69051","RFT1"
"69052","RFX7"
"69053","RFXAP"
"69054","RLIM"
"69055","RNF11"
"69056","RNF125"
"69057","RNF149"
"69058","RO60"
"69059","ROMO1"
"69060","RPF2"
"69061","RPRD2"
"69062","RPS15A"
"69063","RPS27A"
"69064","RPS6KA5"
"69065","RRAGD"
"69066","RUNDC1"
"69067","S1PR2"
"69068","SALL3"
"69069","SALL3"
"69070","SALL3"
"69071","SAMD8"
"69072","SATB2"
"69073","SEC16A"
"69074","SEC23B"
"69075","SECISBP2L"
"69076","SERINC3"
"69077","SF3A1"
"69078","SFTPA1"
"69079","SIGLEC9"
"69080","SIK1"
"69081","SLC10A3"
"69082","SLC12A7"
"69083","SLC12A7"
"69084","SLC31A1"
"69085","SLC35E2B"
"69086","SLC35E3"
"69087","SLC38A2"
"69088","SLC38A9"
"69089","SLC46A1"
"69090","SMAD4"
"69091","SMOC1"
"69092","SMTNL2"
"69093","SNAPIN"
"69094","SNTB1"
"69095","SNTB2"
"69096","SNTB2"
"69097","SNX5"
"69098","SOX4"
"69099","SPART"
"69100","SRSF2"
"69101","SSTR2"
"69102","STARD13"
"69103","STX16"
"69104","STX6"
"69105","SUN2"
"69106","TAOK1"
"69107","TCF7L2"
"69108","TENT2"
"69109","TERF2"
"69110","TGFBR2"
"69111","THAP6"
"69112","THRA"
"69113","TIMM50"
"69114","TMCO1"
"69115","TMEM30A"
"69116","TMOD3"
"69117","TMTC1"
"69118","TNFRSF10B"
"69119","TNRC6A"
"69120","TNRC6A"
"69121","TNRC6B"
"69122","TPP1"
"69123","TRIM37"
"69124","TRIM4"
"69125","TRIM71"
"69126","TRPC3"
"69127","TSPAN3"
"69128","TXNIP"
"69129","UBB"
"69130","UBBP4"
"69131","UBC"
"69132","UBE2D2"
"69133","UBE2D3"
"69134","UBN2"
"69135","UQCRB"
"69136","USP13"
"69137","USP32"
"69138","VPS37A"
"69139","VPS37B"
"69140","WASL"
"69141","WDR31"
"69142","WIPF2"
"69143","WNK3"
"69144","XIAP"
"69145","YY1"
"69146","ZBTB18"
"69147","ZBTB4"
"69148","ZBTB4"
"69149","ZBTB7A"
"69150","ZBTB7B"
"69151","ZBTB8A"
"69152","ZFYVE26"
"69153","ZFYVE9"
"69154","ZIC5"
"69155","ZMAT3"
"69156","ZNF107"
"69157","ZNF12"
"69158","ZNF154"
"69159","ZNF224"
"69160","ZNF24"
"69161","ZNF317"
"69162","ZNF354B"
"69163","ZNF417"
"69164","ZNF431"
"69165","ZNF529"
"69166","ZNF620"
"69167","ZNF678"
"69168","ZNF711"
"69169","ZNF800"
"69170","BCL2L12"
"69171","BUB3"
"69172","CAND1"
"69173","CD209"
"69174","CD300E"
"69175","CDR1"
"69176","CLDN7"
"69177","CLDN7"
"69178","FGFR1OP"
"69179","FKBP15"
"69180","HLX"
"69181","HMX3"
"69182","INAFM1"
"69183","KIF21B"
"69184","KLF13"
"69185","KLF13"
"69186","LEPROTL1"
"69187","MAZ"
"69188","MSMO1"
"69189","NANP"
"69190","PCARE"
"69191","PITPNM3"
"69192","POLQ"
"69193","POLR1A"
"69194","PPP1R16B"
"69195","PXDN"
"69196","RTL6"
"69197","SEC24C"
"69198","SEPTIN8"
"69199","SFXN1"
"69200","SHPK"
"69201","SIAH3"
"69202","SKI"
"69203","SMC1A"
"69204","SMYD1"
"69205","SNRNP25"
"69206","STXBP4"
"69207","SUPT16H"
"69208","TMEM105"
"69209","TMEM154"
"69210","TMEM185B"
"69211","TRAPPC3L"
"69212","TRIB1"
"69213","TRIM65"
"69214","TRMT112"
"69215","TXNIP"
"69216","UBE2D3"
"69217","VAV3"
"69218","WIZ"
"69219","ZBTB40"
"69220","ADIPOR2"
"69221","ADIPOR2"
"69222","AKT2"
"69223","ATP6AP1L"
"69224","DNMBP"
"69225","RPL13A"
"69226","ACTG1"
"69227","ACTG2"
"69228","ADAM12"
"69229","AKAP8"
"69230","AL365205.1"
"69231","ALDH3A2"
"69232","ALDH9A1"
"69233","ALG13"
"69234","ANKRD40"
"69235","ANKRD50"
"69236","ANXA1"
"69237","APPBP2"
"69238","ARF3"
"69239","ARHGAP1"
"69240","ARHGAP30"
"69241","ARID5B"
"69242","ARPIN"
"69243","ASB1"
"69244","ASXL2"
"69245","ATP2B1"
"69246","ATP5F1C"
"69247","BAX"
"69248","BSDC1"
"69249","BTBD2"
"69250","C1orf109"
"69251","C8orf33"
"69252","CANX"
"69253","CBL"
"69254","CBX5"
"69255","CCDC61"
"69256","CCNA2"
"69257","CD2AP"
"69258","CDC25C"
"69259","CDKN2AIP"
"69260","CELSR3"
"69261","CENPM"
"69262","CEP97"
"69263","CMTM7"
"69264","CMTR1"
"69265","CNOT4"
"69266","COMT"
"69267","COPA"
"69268","CRYBG1"
"69269","CSMD1"
"69270","CSNK2A1"
"69271","CYGB"
"69272","DDHD2"
"69273","DDT"
"69274","DDT"
"69275","DDX3X"
"69276","DDX5"
"69277","DENR"
"69278","DSEL"
"69279","DSTYK"
"69280","DUSP16"
"69281","DYRK1B"
"69282","EEF1AKMT3"
"69283","EEF1D"
"69284","EIF1"
"69285","ELL2"
"69286","ELOVL7"
"69287","EMC10"
"69288","EPHA2"
"69289","ERI2"
"69290","ETNK1"
"69291","EXOC7"
"69292","EZH1"
"69293","FAM118A"
"69294","FAM120A"
"69295","FAM135A"
"69296","FAM162A"
"69297","FANCC"
"69298","FOXJ3"
"69299","FRYL"
"69300","FSIP2"
"69301","FXR2"
"69302","FYCO1"
"69303","GAPVD1"
"69304","GATC"
"69305","GET4"
"69306","GFM2"
"69307","GHITM"
"69308","GMFB"
"69309","GOLPH3"
"69310","GPR180"
"69311","GRAP2"
"69312","GRIN2A"
"69313","GRINA"
"69314","GSK3A"
"69315","GTF3C3"
"69316","GTPBP2"
"69317","HDGFL3"
"69318","HEATR5A"
"69319","HELB"
"69320","HIC2"
"69321","HLA-DPA1"
"69322","HSPA4L"
"69323","IARS2"
"69324","ICMT"
"69325","IFITM3"
"69326","IKBKB"
"69327","IKZF2"
"69328","IL6ST"
"69329","IPO7"
"69330","KCNMB4"
"69331","KCTD20"
"69332","KDM6A"
"69333","KIAA0100"
"69334","KIAA0895"
"69335","KLF7"
"69336","KLHL36"
"69337","KMT2A"
"69338","KRIT1"
"69339","LACTB2"
"69340","LDB2"
"69341","LRRC41"
"69342","LRRC8D"
"69343","MACC1"
"69344","MAPK1"
"69345","MAT2A"
"69346","MBD5"
"69347","MED13"
"69348","MEX3A"
"69349","MFF"
"69350","MGA"
"69351","MICU2"
"69352","MIDN"
"69353","MIS18BP1"
"69354","MKI67"
"69355","MLLT1"
"69356","MOB1A"
"69357","MOB3C"
"69358","MRAS"
"69359","MRPL42"
"69360","MRPS27"
"69361","MSI2"
"69362","MTPN"
"69363","NAA50"
"69364","NBN"
"69365","NDOR1"
"69366","NEFL"
"69367","NEK4"
"69368","NFATC2IP"
"69369","NKIRAS2"
"69370","NLK"
"69371","NLRX1"
"69372","NOP9"
"69373","NRROS"
"69374","NTSR1"
"69375","NUCB2"
"69376","NUCKS1"
"69377","OAS3"
"69378","OLA1"
"69379","P2RY10"
"69380","PAFAH1B1"
"69381","PAFAH1B2"
"69382","PARP12"
"69383","PCGF2"
"69384","PCNX3"
"69385","PDPR"
"69386","PHACTR2"
"69387","PHETA2"
"69388","PHF20L1"
"69389","PHYKPL"
"69390","PI4KA"
"69391","PI4KB"
"69392","PIN1"
"69393","PIP4K2C"
"69394","PLAG1"
"69395","PLEKHA6"
"69396","PLSCR1"
"69397","PLXNA1"
"69398","PNN"
"69399","POLR2B"
"69400","POLR3D"
"69401","POTEG"
"69402","POTEM"
"69403","POU2F1"
"69404","PPM1A"
"69405","PPP1R1C"
"69406","PPP1R3D"
"69407","PPP2R2A"
"69408","PPP6R3"
"69409","PPRC1"
"69410","PRICKLE2"
"69411","PRR14L"
"69412","PRRC2B"
"69413","PRRG4"
"69414","PSKH1"
"69415","PSMD5"
"69416","PTTG1IP"
"69417","PURB"
"69418","PWWP3A"
"69419","PYGO2"
"69420","RAB3GAP1"
"69421","RAPGEF2"
"69422","RNF157"
"69423","RPN2"
"69424","SCAF11"
"69425","SCRIB"
"69426","SEC63"
"69427","SEMA7A"
"69428","SF3A3"
"69429","SHISA5"
"69430","SLAMF1"
"69431","SLC16A9"
"69432","SLC23A1"
"69433","SLC30A7"
"69434","SLC38A2"
"69435","SLCO4C1"
"69436","SMC4"
"69437","SNRPB"
"69438","SNX1"
"69439","SOAT1"
"69440","SOBP"
"69441","SOCS4"
"69442","SOCS7"
"69443","SOD2"
"69444","SOGA1"
"69445","SRRM1"
"69446","SRSF1"
"69447","SSH2"
"69448","SSRP1"
"69449","STC2"
"69450","SUCO"
"69451","SYNCRIP"
"69452","TAOK2"
"69453","TBC1D23"
"69454","TCF3"
"69455","THAP1"
"69456","TIAM2"
"69457","TJP2"
"69458","TMCC1"
"69459","TMED4"
"69460","TMEM106A"
"69461","TMEM18"
"69462","TMEM192"
"69463","TMEM41A"
"69464","TMOD3"
"69465","TNRC6C"
"69466","TOR1B"
"69467","TP53INP1"
"69468","TPM1"
"69469","TPP2"
"69470","TRIM24"
"69471","TSG101"
"69472","TWIST1"
"69473","TXLNA"
"69474","U2SURP"
"69475","UBL7"
"69476","VANGL1"
"69477","VEZF1"
"69478","VMA21"
"69479","WDR7"
"69480","WNK1"
"69481","XBP1"
"69482","YWHAG"
"69483","ZBED6"
"69484","ZFR"
"69485","ZMPSTE24"
"69486","ZMYND8"
"69487","ZNF106"
"69488","ZNF117"
"69489","ZNF322P1"
"69490","ZNF384"
"69491","ZNF426"
"69492","ZNF460"
"69493","ZNF623"
"69494","ZNF71"
"69495","ZNF711"
"69496","ACTR1A"
"69497","ANKRD42"
"69498","FN3KRP"
"69499","HOOK3"
"69500","HOXC11"
"69501","LGALS3BP"
"69502","M6PR"
"69503","MBL2"
"69504","NELFE"
"69505","NELFE"
"69506","NELFE"
"69507","NELFE"
"69508","NELFE"
"69509","NELFE"
"69510","NR1D2"
"69511","REPIN1"
"69512","THAP1"
"69513","XKR4"
"69514","ANKRD23"
"69515","ARPC4"
"69516","BTBD3"
"69517","CERS2"
"69518","CFAP298"
"69519","EXOC7"
"69520","HES7"
"69521","IFI16"
"69522","KITLG"
"69523","MIDN"
"69524","PABPC1"
"69525","PABPN1"
"69526","PMAIP1"
"69527","POM121"
"69528","PRRC2B"
"69529","PUM2"
"69530","QKI"
"69531","SLC16A6"
"69532","ZBTB18"
"69533","C15orf41"
"69534","C2orf72"
"69535","CCNF"
"69536","COLEC10"
"69537","DNAJB9"
"69538","HMGN2"
"69539","ICOSLG"
"69540","LYRM7"
"69541","MSANTD4"
"69542","MTHFD1"
"69543","NARS1"
"69544","NOX5"
"69545","OSBPL9"
"69546","PCNP"
"69547","RFWD3"
"69548","RNF222"
"69549","SLFN12L"
"69550","TMCC1"
"69551","TMEM30A"
"69552","TRMT5"
"69553","UHMK1"
"69554","ZDHHC5"
"69555","ZNF747"
"69556","AMER2"
"69557","BMS1"
"69558","BTG2"
"69559","CASTOR2"
"69560","CBY1"
"69561","CCND1"
"69562","CDC25B"
"69563","COQ10B"
"69564","CSNK1E"
"69565","CXXC5"
"69566","DAB2IP"
"69567","FABP3"
"69568","FADS6"
"69569","FMN1"
"69570","GGACT"
"69571","GNB1"
"69572","GPR132"
"69573","HUNK"
"69574","ISY1-RAB43"
"69575","KLHL11"
"69576","LGALS3BP"
"69577","MRPL12"
"69578","MRTFB"
"69579","NDUFB11"
"69580","ONECUT3"
"69581","PAX9"
"69582","PDPR"
"69583","PGAM1"
"69584","PGAM4"
"69585","PILRB"
"69586","PPIA"
"69587","RAB43"
"69588","RNF157"
"69589","SF3A1"
"69590","SLC2A3"
"69591","SLC30A5"
"69592","SLCO3A1"
"69593","SP100"
"69594","SSPN"
"69595","TBPL1"
"69596","TENT4A"
"69597","VPS18"
"69598","ZNF74"
"69599","ADRB1"
"69600","ANGEL2"
"69601","ANTXR1"
"69602","ATP2B3"
"69603","B3GNT6"
"69604","C11orf49"
"69605","C15orf40"
"69606","C1orf115"
"69607","C6orf223"
"69608","CAPN15"
"69609","CAPN15"
"69610","CARHSP1"
"69611","CBY3"
"69612","CBY3"
"69613","CCBE1"
"69614","CDS2"
"69615","CEMIP2"
"69616","CSNK2A1"
"69617","DIP2C"
"69618","DLGAP4"
"69619","DR1"
"69620","ELOC"
"69621","ESS2"
"69622","FAHD2A"
"69623","FGD1"
"69624","FNBP4"
"69625","FNBP4"
"69626","FOXE1"
"69627","GATD3A"
"69628","GCK"
"69629","GLIS3"
"69630","GMPR"
"69631","GTPBP10"
"69632","H2BC5"
"69633","H3C1"
"69634","H3C2"
"69635","HDGF"
"69636","HIF1A"
"69637","ING1"
"69638","KCNJ10"
"69639","KLHL21"
"69640","LCOR"
"69641","LINC00598"
"69642","LIPC"
"69643","MC2R"
"69644","MCU"
"69645","MMAB"
"69646","MVB12B"
"69647","NDUFA10"
"69648","NHLH2"
"69649","NHS"
"69650","NPVF"
"69651","NR3C1"
"69652","OAS3"
"69653","OLFML2A"
"69654","P2RY11"
"69655","P4HA1"
"69656","PKM"
"69657","PKMYT1"
"69658","PLEKHM1"
"69659","PLEKHM1"
"69660","PLEKHM1"
"69661","PMEPA1"
"69662","POU3F1"
"69663","PRDM4"
"69664","PTGFRN"
"69665","PTPRT"
"69666","RAB2A"
"69667","RAB43"
"69668","RB1"
"69669","RGS16"
"69670","RNPEPL1"
"69671","SAMD4A"
"69672","SERPINA3"
"69673","SIVA1"
"69674","SLC1A5"
"69675","SLC35A1"
"69676","ST7"
"69677","TMF1"
"69678","TNFRSF1B"
"69679","TP53INP2"
"69680","TPM4"
"69681","TRIB1"
"69682","TRIP11"
"69683","TTYH3"
"69684","UBD"
"69685","UBD"
"69686","UBD"
"69687","UBD"
"69688","UBD"
"69689","UBD"
"69690","UBD"
"69691","UBXN2A"
"69692","URGCP-MRPS24"
"69693","VDAC2"
"69694","VWA1"
"69695","WDFY2"
"69696","WDR74"
"69697","WIPI2"
"69698","ZMAT3"
"69699","ZNF154"
"69700","ZNF281"
"69701","ZNF678"
"69702","ADRB3"
"69703","AGO2"
"69704","AKIRIN1"
"69705","AMOTL1"
"69706","ANP32E"
"69707","AREL1"
"69708","ARHGAP1"
"69709","ARSD"
"69710","ATP6V1E1"
"69711","ATXN7L1"
"69712","B4GALNT3"
"69713","BAHD1"
"69714","CAND1"
"69715","CARNMT1"
"69716","CD1D"
"69717","CDK1"
"69718","CDK4"
"69719","CDKN1A"
"69720","CENPQ"
"69721","CEP104"
"69722","CHSY1"
"69723","COL13A1"
"69724","COMMD5"
"69725","CREBRF"
"69726","DCUN1D5"
"69727","DDAH1"
"69728","DDI2"
"69729","DDX52"
"69730","DDX52"
"69731","DLEU1"
"69732","EFCAB14"
"69733","EIF5"
"69734","FANCF"
"69735","FBXO28"
"69736","FSTL3"
"69737","GALNT4"
"69738","GJD2"
"69739","GNL3L"
"69740","GTF2E1"
"69741","GXYLT1"
"69742","HEPHL1"
"69743","ICMT"
"69744","IFNAR2"
"69745","ITGB1"
"69746","ITPRIP"
"69747","KCNJ6"
"69748","KLHL15"
"69749","KLHL28"
"69750","KLHL42"
"69751","LDB1"
"69752","LPCAT3"
"69753","LRRC1"
"69754","LYSMD3"
"69755","MAGEA12"
"69756","MAN2B2"
"69757","MAPKAPK5"
"69758","METTL1"
"69759","MFSD14B"
"69760","MLLT1"
"69761","MRPL49"
"69762","MTDH"
"69763","MYLIP"
"69764","MYO10"
"69765","NCMAP"
"69766","NFAT5"
"69767","NFIC"
"69768","NFIX"
"69769","OTUD1"
"69770","PANK2"
"69771","PARP16"
"69772","PCCB"
"69773","PDE11A"
"69774","PDE11A"
"69775","PGM2L1"
"69776","PI4K2B"
"69777","PLIN3"
"69778","PLLP"
"69779","PNPLA2"
"69780","POC1B-GALNT4"
"69781","PPP2R2A"
"69782","PRR14L"
"69783","PTBP1"
"69784","PTBP3"
"69785","QKI"
"69786","RD3"
"69787","RMDN1"
"69788","RNF41"
"69789","RO60"
"69790","RPL14"
"69791","SART3"
"69792","SCAMP4"
"69793","SERTAD3"
"69794","SFT2D3"
"69795","SLC16A1"
"69796","SLC16A1"
"69797","SMARCE1"
"69798","SMU1"
"69799","SNX18"
"69800","SOX9"
"69801","SPRTN"
"69802","SRP9"
"69803","STK35"
"69804","STK4"
"69805","TIPIN"
"69806","TMEM181"
"69807","TMEM41A"
"69808","TMEM41B"
"69809","TMTC1"
"69810","TNPO2"
"69811","UBXN2B"
"69812","VAMP3"
"69813","WDR82"
"69814","ZCCHC4"
"69815","ZFP36L1"
"69816","ZFP69B"
"69817","ZNF207"
"69818","ZNF281"
"69819","ZNF460"
"69820","ZNF507"
"69821","ZNF514"
"69822","ZNF582"
"69823","ZNF724"
"69824","ZNF724"
"69825","ZNF772"
"69826","ZWINT"
"69827","AAMP"
"69828","ABI2"
"69829","ABR"
"69830","AC092835.1"
"69831","ACAA2"
"69832","ACADL"
"69833","ACOX1"
"69834","ADA2"
"69835","ADAMTS4"
"69836","ADD3"
"69837","ADIPOQ"
"69838","AGAP9"
"69839","AGTRAP"
"69840","AGXT2"
"69841","AHNAK"
"69842","AHR"
