ID,Normal.2,Cancer 1.1,Cancer 1.2,Cancer 1.3,logFC,AveExpr,t,P.Value,adj.P.Val,B
hsa-miR-4282,1.36134831460674,0.977352057796899,1.08812949640288,0.969032567816276,0.349843607268057,1.0989656091557,4.54539480217665,1.67427017182349e-05,0.000145940549977281,2.39176350842054
hsa-miR-4287,1.31775280898876,1.03417485185486,1.15197841726619,1.01664399455869,0.250153721095518,1.13013751816713,3.24222193241326,0.00165572513222329,0.00743299780388655,-1.94587969036519
hsa-miR-4290,1.18781809226728,0.826888489208633,0.736576778426823,0.82876404494382,0.390408321407521,0.895011851211639,5.09309274921461,1.88016235923857e-06,2.07015771343531e-05,4.49349972156262
hsa-miR-4296,1.37876451010634,1.03064735536529,1.15595505617978,1.05893941881464,0.296917233319771,1.15607658511651,3.85870739191276,0.000212116230134196,0.00140714426993656,-0.0235925196893554
hsa-miR-4306,1.6,1.09180940011365,1.23291366906475,1.0922621429143,0.461004929302436,1.25424630302317,5.95758051994535,4.71259534963618e-08,8.35487243342278e-07,8.06452437551445
hsa-miR-4308,1.21942446043165,0.943258381362124,0.934224213811315,0.96125430963717,0.273178825494785,1.01454034131057,3.58686756536793,0.000539897859871373,0.00294131854909092,-0.902226761926969
hsa-miR-4316,1.51699228369726,0.944694244604317,0.845442000162351,0.837400976234296,0.641146543363604,1.03613237617456,8.34766387654077,7.04310827914497e-13,4.0928284777698e-11,18.9264781953469
hsa-miR-432,0.888489208633094,1.13483237275753,1.12026886452749,1.14349039566574,-0.244374669017157,1.07177021039596,-3.20908237374091,0.00183686706852382,0.00817601256883367,-2.04188443094431
hsa-miR-4328,1.26651685393258,0.960711096679925,1.06609712230216,0.947827478594863,0.274971621406935,1.06028813787738,3.57446473300316,0.000562826107772018,0.00301905696784375,-0.941178172477563
hsa-miR-4330,1.36359550561798,0.977352057796899,1.08812949640288,0.969032567816276,0.352090798279293,1.09952740690851,4.57459176370393,1.49508621134893e-05,0.000131416821602604,2.5001526613267
hsa-miR-450b-3p,1.3273381294964,0.929864437048462,0.921821237096903,0.944836644229191,0.395164023371551,1.03096511196774,5.18923673025787,1.26437279687179e-06,1.55592228885634e-05,4.87643492306202
hsa-miR-454,1.34622302158273,1.03417485185486,1.02504601104265,1.04293219504187,0.312172002269609,1.11209401988053,4.09997933275374,8.93909087519967e-05,0.000692614004108064,0.794492786699982
